ts,yhat,yhat_snaive,lo,hi,order,seasonal_order,k_exog,train_window_days,last_refit,spec_sha256
2025-12-07 18:00:00+01:00,56131.9570744909,59383.54,54859.57494912363,57404.33919985817,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-07 19:00:00+01:00,54825.06877675998,57817.82,53095.783534894974,56554.35401862499,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-07 20:00:00+01:00,52725.80702168712,55480.33,50688.100996375615,54763.513046998625,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-07 21:00:00+01:00,51181.2818806033,53716.54,48914.90581477212,53447.65794643448,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-07 22:00:00+01:00,49764.87287228583,52098.32,47321.46928424206,52208.276460329595,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-07 23:00:00+01:00,47282.3993551705,49430.1,44698.50168404133,49866.29702629967,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 00:00:00+01:00,45442.32009232549,47419.06,42745.124823866114,48139.51536078487,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 01:00:00+01:00,44524.442055036554,46343.83,41734.86651044614,47314.01759962697,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 02:00:00+01:00,43575.298525611346,45249.86,40709.79377383614,46440.80327738655,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 03:00:00+01:00,44201.59655518639,45742.86,41273.30963219827,47129.88347817452,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 04:00:00+01:00,46742.88382787951,48161.46,43762.44657567211,49723.321080086906,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 05:00:00+01:00,50627.29497854363,51932.95,47603.38304613249,53651.20691095477,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 06:00:00+01:00,59288.02740761641,60489.75,56227.769812199746,62348.28500303308,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 07:00:00+01:00,65746.92663309754,66852.99,62656.21381150611,68837.63945468896,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 08:00:00+01:00,68433.06121649934,69451.08,65316.78162762692,71549.34080537174,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 09:00:00+01:00,70255.747296683,71192.73,67117.97223875999,73393.522354606,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 10:00:00+01:00,70223.82276279356,71086.22,67067.9527328977,73379.69279268941,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 11:00:00+01:00,70083.19109502187,70876.94,66912.0730010171,73254.30918902665,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 12:00:00+01:00,70181.2048996353,70911.77,66997.22679981006,73365.18299946054,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 13:00:00+01:00,69102.42916261358,69774.84,65907.59742800186,72297.26089722531,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 14:00:00+01:00,68540.08424428981,69158.97,65336.08680398627,71744.08168459336,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 15:00:00+01:00,68459.20863561254,69028.83,65247.46708906668,71670.95018215838,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 16:00:00+01:00,69852.17149500467,70376.45,66633.88424032515,73070.4587496842,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-12-08 17:00:00+01:00,72176.33498328402,72658.88,68952.51304195297,75400.15692461506,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
