ts,yhat,yhat_snaive,lo,hi,model_name,model_version,order,seasonal_order,k_exog,feature_list,target,train_window_days,last_refit,spec_sha256
2026-06-08 21:00:00+02:00,53894.952933736684,54481.67,52622.57080836941,55167.335059103956,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-08 22:00:00+02:00,51791.66664097414,52331.68,50062.38139910913,53520.951882839145,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-08 23:00:00+02:00,48965.55265122415,49462.58,46927.84662591264,51003.258676535654,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 00:00:00+02:00,46768.986899685624,47226.45,44502.61083385444,49035.362965516804,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 01:00:00+02:00,44480.051764596734,44901.1,42036.64817655297,46923.4553526405,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 02:00:00+02:00,43468.65794241027,43856.19,40884.7602712811,46052.555613539436,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 03:00:00+02:00,44149.326173701826,44506.01,41452.13090524245,46846.5214421612,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 04:00:00+02:00,44914.37883169259,45242.67,42124.80328710218,47703.95437628301,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 05:00:00+02:00,47417.27138432298,47719.43,44551.76663254778,50282.77613609818,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 06:00:00+02:00,53354.16373994257,53632.27,50425.87681695444,56282.45066293069,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 07:00:00+02:00,57224.83148588091,57480.8,54244.39423367351,60205.26873808831,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 08:00:00+02:00,58386.82702842573,58622.42,55362.91509601459,61410.73896083687,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 09:00:00+02:00,58030.18064205705,58247.02,54969.92304664038,61090.43823747372,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 10:00:00+02:00,57227.631435160314,57427.21,54136.91861356889,60318.34425675174,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 11:00:00+02:00,57333.988238867096,57517.68,54217.70864999468,60450.26782773951,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 12:00:00+02:00,57558.45042514253,57727.52,54420.67536721953,60696.22548306554,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 13:00:00+02:00,57251.658659751585,57407.27,54095.78862985572,60407.52868964745,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 14:00:00+02:00,55967.81559528777,56111.04,52796.69750128299,59138.93368929255,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 15:00:00+02:00,55209.626509035756,55341.45,52025.648409210524,58393.60460886099,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 16:00:00+02:00,56202.68989005878,56324.02,53007.85815544706,59397.521624670495,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 17:00:00+02:00,57847.42797955304,57959.1,54643.43053924949,61051.42541985658,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 18:00:00+02:00,59206.737268188845,59309.52,55994.99572164299,62418.4788147347,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 19:00:00+02:00,59307.14895386257,59401.75,56088.86169918304,62525.436208542094,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-09 20:00:00+02:00,58712.779363010704,58799.85,55488.95742167967,61936.60130434174,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
