ts,yhat,yhat_snaive,lo,hi,model_name,model_version,order,seasonal_order,k_exog,feature_list,target,train_window_days,last_refit,spec_sha256
2026-09-05 20:00:00+02:00,44764.11085983412,43548.32,43491.72873446685,46036.492985201396,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-05 21:00:00+02:00,43595.581775596314,42476.57,41866.29653373131,45324.86701746132,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-05 22:00:00+02:00,41954.97647615846,40925.04,39917.270450846954,43992.682501469964,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-05 23:00:00+02:00,39093.10172674249,38145.15,36826.72566091131,41359.47779257367,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-06 00:00:00+02:00,36612.63310713393,35740.14,34169.229519090164,39056.036695177696,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-06 01:00:00+02:00,35153.52112595706,34350.48,32569.623454827888,37737.418797086226,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-06 02:00:00+02:00,33905.78764426052,33166.67,31208.592375801145,36602.9829127199,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-06 03:00:00+02:00,33278.67258379189,32598.39,30489.09703920148,36068.24812838231,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-06 04:00:00+02:00,33717.66089729929,33091.53,30852.156145524084,36583.16564907449,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-06 05:00:00+02:00,34307.04978000229,33730.76,31378.762857014168,37235.33670299042,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
