ts,yhat,yhat_snaive,lo,hi,order,seasonal_order,k_exog,train_window_days,last_refit,spec_sha256
2026-02-22 18:00:00+01:00,61035.554753353856,61317.62,59763.17262798658,62307.93687872113,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-22 19:00:00+01:00,60527.227641566424,60786.84,58797.94239970142,62256.51288343143,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-22 20:00:00+01:00,59597.74324050788,59836.69,57560.037215196375,61635.449265819385,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-22 21:00:00+01:00,58236.70382153807,58456.63,55970.32775570689,60503.07988736925,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-22 22:00:00+01:00,57055.71033096714,57258.13,54612.30674292337,59499.1139190109,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-22 23:00:00+01:00,54295.86329154935,54482.17,51711.96562042018,56879.76096267852,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 00:00:00+01:00,51918.24363221639,52089.72,49221.048363757014,54615.43890067577,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 01:00:00+01:00,50550.35345176249,50708.18,47760.77790717207,53339.9289963529,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 02:00:00+01:00,49533.006721738806,49678.27,46667.5019699636,52398.51147351401,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 03:00:00+01:00,49586.479933396295,49720.18,46658.19301040817,52514.76685638442,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 04:00:00+01:00,50441.882693130654,50564.94,47461.44544092326,53422.31994533805,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 05:00:00+01:00,53847.2782705289,53960.54,50823.36633811776,56871.19020294004,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 06:00:00+01:00,61277.64410279046,61381.89,58217.38650737379,64337.901698207126,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 07:00:00+01:00,66595.62225899544,66691.57,63504.909437404014,69686.33508058687,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 08:00:00+01:00,70108.06986741633,70196.38,66991.79027854392,73224.34945628874,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 09:00:00+01:00,71142.69950881496,71223.98,68004.92445089195,74280.47456673796,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 10:00:00+01:00,71769.34957843233,71844.16,68613.47954853647,74925.21960832819,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 11:00:00+01:00,72383.73461916338,72452.59,69212.6165251586,75554.85271316816,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 12:00:00+01:00,71020.92562821055,71084.3,67836.94752838531,74204.90372803579,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 13:00:00+01:00,69711.18033932704,69769.51,66516.34860471531,72906.01207393876,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 14:00:00+01:00,67453.78348259315,67507.47,64249.786042289605,70657.7809228967,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 15:00:00+01:00,67091.30702351387,67140.72,63879.56547696802,70303.04857005972,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 16:00:00+01:00,67609.24038308399,67654.72,64390.953128404464,70827.52763776352,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-23 17:00:00+01:00,69290.28064033549,69332.14,66066.45869900445,72514.10258166654,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
