ts,yhat,yhat_snaive,lo,hi,model_name,model_version,order,seasonal_order,k_exog,feature_list,target,train_window_days,last_refit,spec_sha256
2026-09-18 21:00:00+02:00,51069.70455272525,51164.57,49797.322427357976,52342.08667809252,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-18 22:00:00+02:00,48136.026008667526,48223.34,46406.74076680252,49865.31125053253,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-18 23:00:00+02:00,45496.32635547591,45576.69,43458.620330164405,47534.032380787416,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 00:00:00+02:00,42587.483442491444,42661.45,40321.107376660264,44853.859508322625,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 01:00:00+02:00,40993.38131016375,41061.46,38549.977722119984,43436.784898207516,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 02:00:00+02:00,40012.93049324542,40075.59,37429.03282211625,42596.82816437459,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 03:00:00+02:00,39226.60829985167,39284.28,36529.413031392294,41923.80356831105,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 04:00:00+02:00,39906.949068306334,39960.03,37117.37352371592,42696.52461289675,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 05:00:00+02:00,40623.16440354245,40672.02,37757.659651767244,43488.66915531765,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 06:00:00+02:00,42658.51339468498,42703.48,39730.22647169686,45586.80031767311,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 07:00:00+02:00,44425.4328153135,44466.82,41444.9955631061,47405.8700675209,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 08:00:00+02:00,48158.30730778377,48196.4,45134.39537537263,51182.21924019491,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 09:00:00+02:00,51383.56955287676,51418.63,48323.31195746009,54443.82714829343,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 10:00:00+02:00,52744.970425943546,52777.24,49654.25760435212,55835.68324753497,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 11:00:00+02:00,51830.509140620634,51860.21,48714.22955174822,54946.78872949305,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 12:00:00+02:00,49739.48338110539,49766.82,46601.708323182385,52877.258439028396,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 13:00:00+02:00,47826.07942390204,47851.24,44670.209394006175,50981.949453797904,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 14:00:00+02:00,46514.34224987656,46537.5,43343.22415587178,49685.460343881336,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 15:00:00+02:00,45064.51564739171,45085.83,41880.53754756648,48248.49374721694,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 16:00:00+02:00,46292.36230723239,46311.98,43097.53057262067,49487.19404184411,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 17:00:00+02:00,47832.05390997479,47850.11,44628.056469671246,51036.051350278336,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 18:00:00+02:00,48188.801206400756,48205.42,44977.0596598549,51400.54275294661,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 19:00:00+02:00,48016.42409151102,48031.72,44798.136836831494,51234.71134619055,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-09-19 20:00:00+02:00,47251.221672646934,47265.3,44027.3997313159,50475.04361397797,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
