ts,yhat,yhat_snaive,lo,hi,order,seasonal_order,k_exog,train_window_days,last_refit,spec_sha256
2026-03-14 18:00:00+01:00,55795.77026033139,52848.02,54523.388134964116,57068.15238569866,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-14 19:00:00+01:00,54637.95417095748,51924.85,52908.66892909247,56367.239412822484,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-14 20:00:00+01:00,51726.02632173145,49228.89,49688.320296419944,53763.732347042955,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-14 21:00:00+01:00,49370.649891986686,47072.29,47104.273826155506,51637.02595781787,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-14 22:00:00+01:00,47810.03641458868,45694.63,45366.63282654491,50253.440002632444,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-14 23:00:00+01:00,44790.26635478628,42843.25,42206.368683657114,47374.16402591545,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 00:00:00+01:00,42568.95043900307,40776.92,39871.75517054369,45266.14570746245,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 01:00:00+01:00,39127.44167387199,37478.06,36337.866129281574,41917.0172184624,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 02:00:00+01:00,40183.118000568895,38665.03,37317.61324879369,43048.6227523441,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 03:00:00+01:00,39755.445533874,38358.2,36827.158610885876,42683.732456862126,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 04:00:00+01:00,40135.092339415925,38849.07,37154.65508720853,43115.52959162332,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 05:00:00+01:00,40697.032706257945,39513.38,37673.12077384681,43720.94463866908,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 06:00:00+01:00,41787.231875396574,40697.8,38726.974279979906,44847.48947081324,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 07:00:00+01:00,44041.98118788067,43039.27,40951.268366289245,47132.6940094721,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 08:00:00+01:00,46358.17361914904,45435.28,43241.89403027663,49474.453208021456,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 09:00:00+01:00,48581.41966884236,47731.99,45443.64461091936,51719.19472676537,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 10:00:00+01:00,50064.903577793455,49283.09,46909.03354789759,53220.77360768932,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 11:00:00+01:00,50714.8598461516,49995.28,47543.741752146816,53885.97794015639,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 12:00:00+01:00,48515.11002867046,47852.81,45331.13192884523,51699.08812849569,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 13:00:00+01:00,46595.289785096546,45985.71,43400.45805048483,49790.121519708264,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 14:00:00+01:00,43829.95616535197,43268.9,40625.958725048426,47033.953605655515,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 15:00:00+01:00,43040.18511082146,42523.79,39828.44356427561,46251.926657367316,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 16:00:00+01:00,44591.12915454128,44115.84,41372.841899861756,47809.41640922081,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-03-15 17:00:00+01:00,48440.30530445712,48002.85,45216.483363126084,51664.12724578816,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
