ts,yhat,yhat_snaive,lo,hi,model_name,model_version,order,seasonal_order,k_exog,feature_list,target,train_window_days,last_refit,spec_sha256
2026-06-04 21:00:00+02:00,36937.705892616876,53107.52,35665.3237672496,38210.08801798415,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-04 22:00:00+02:00,36257.09144807993,51139.76,34527.806206214926,37986.37668994494,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-04 23:00:00+02:00,34754.677960418194,48452.66,32716.97193510669,36792.3839857297,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 00:00:00+02:00,33227.33134911838,45834.93,30960.9552832872,35493.70741494956,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 01:00:00+02:00,32678.7783081753,44282.79,30235.374720131535,35122.18189621907,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 02:00:00+02:00,33003.48798557937,43683.8,30419.5903144502,35587.38565670854,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 03:00:00+02:00,33841.7595490263,43671.9,31144.564280566923,36538.954817485675,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 04:00:00+02:00,36005.74596531293,45053.39,33216.17042072252,38795.32150990335,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 05:00:00+02:00,38898.77429481636,47226.21,36033.269543041155,41764.27904659156,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 06:00:00+02:00,45826.04277846184,53490.6,42897.75585547371,48754.32970144996,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 07:00:00+02:00,49935.68497250311,56990.13,46955.247720295716,52916.12222471051,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 08:00:00+02:00,51857.49116611428,58350.39,48833.579233703145,54881.40309852542,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 09:00:00+02:00,51370.287298086274,57346.34,48310.029702669606,54430.54489350294,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 10:00:00+02:00,51751.50157170369,57251.85,48660.78875011226,54842.214393295115,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 11:00:00+02:00,51248.47895103059,56310.99,48132.19936215818,54364.75853990301,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 12:00:00+02:00,50991.52370724918,55651.05,47853.748649326175,54129.298765172185,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 13:00:00+02:00,49925.250170270236,54213.87,46769.38014037437,53081.1202001661,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 14:00:00+02:00,48365.67182847909,52312.91,45194.553734474306,51536.78992248388,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 15:00:00+02:00,49037.93890810825,52670.97,45853.96080828302,52221.91700793348,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 16:00:00+02:00,50176.994553261175,53520.83,46982.16281864945,53371.8262878729,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 17:00:00+02:00,50546.62971797779,53624.29,47342.632277674245,53750.627158281335,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 18:00:00+02:00,52424.89687286544,55257.57,49213.15532631959,55636.6384194113,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 19:00:00+02:00,53189.692620658054,55796.88,49971.40536597853,56407.97987533758,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-05 20:00:00+02:00,52371.06930755461,54770.72,49147.24736622357,55594.891248885644,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
