ts,yhat,yhat_snaive,lo,hi,order,seasonal_order,k_exog,train_window_days,last_refit,spec_sha256
2025-11-06 18:00:00+01:00,66763.74042433222,65306.75,65491.35829896495,68036.1225496995,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-06 19:00:00+01:00,64473.011431835635,63132.0,62743.72618997063,66202.29667370065,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-06 20:00:00+01:00,61323.264570501946,60089.0,59285.55854519044,63360.97059581345,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-06 21:00:00+01:00,57581.264946502764,56445.25,55314.888880671584,59847.641012333945,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-06 22:00:00+01:00,53863.83616484701,52818.25,51420.43257680324,56307.239752890775,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-06 23:00:00+01:00,49615.855672770915,48653.5,47031.958001641746,52199.75334390008,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 00:00:00+01:00,46943.25047380229,46057.5,44246.05520534291,49640.44574226167,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 01:00:00+01:00,45478.24318299285,44663.0,42688.66763840243,48267.81872758326,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 02:00:00+01:00,44708.3483961609,43958.0,41842.8436443857,47573.853147936105,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 03:00:00+01:00,44748.11934814876,44057.5,41819.83242516063,47676.40627113688,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 04:00:00+01:00,45897.394837088636,45261.75,42916.95758488124,48877.83208929603,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 05:00:00+01:00,48898.04639350244,48313.0,45874.1344610913,51921.958325913576,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 06:00:00+01:00,53035.47567474616,52497.0,49975.21807932949,56095.733270162826,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 07:00:00+01:00,57704.61206686102,57209.0,54613.89924526959,60795.324888452444,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 08:00:00+01:00,60962.160477321544,60506.0,57845.88088844913,64078.44006619396,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 09:00:00+01:00,62236.09930348472,61816.25,59098.324245561715,65373.874361407725,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 10:00:00+01:00,62548.42856275413,62162.0,59392.55853285827,65704.29859265,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 11:00:00+01:00,63141.91817158638,62786.25,59970.8000775816,66313.03626559116,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 12:00:00+01:00,61585.10636149154,61257.75,58401.12826166631,64769.08446131677,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 13:00:00+01:00,60127.298221122815,59826.0,56932.4664865111,63322.129955734534,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 14:00:00+01:00,58261.06435441837,57983.75,55057.066914114825,61465.061794721914,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 15:00:00+01:00,57329.23964555745,57074.0,54117.498099011595,60540.9811921033,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 16:00:00+01:00,57601.92212222815,57367.0,54383.63486754862,60820.209376907675,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2025-11-07 17:00:00+01:00,59841.471909381056,59625.25,56617.64996805002,63065.29385071209,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
