ts,yhat,yhat_snaive,lo,hi,order,seasonal_order,k_exog,train_window_days,last_refit,spec_sha256
2026-02-13 19:00:00+01:00,67843.59062248941,69873.17,66571.20849712213,69115.9727478567,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-13 20:00:00+01:00,63905.28869964933,65773.31,62176.003457784325,65634.57394151433,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-13 21:00:00+01:00,60461.41647058776,62180.74,58423.71044527626,62499.12249589927,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-13 22:00:00+01:00,58081.75763822949,59664.22,55815.381572398306,60348.13370406067,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-13 23:00:00+01:00,54492.31441695148,55948.81,52048.91082890771,56935.718004995244,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 00:00:00+01:00,51148.45401921422,52489.01,48564.556348085054,53732.35169034339,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 01:00:00+01:00,49280.67462584574,50514.52,46583.479357386364,51977.86989430512,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 02:00:00+01:00,48070.16088108063,49205.79,45280.585336490214,50859.73642567104,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 03:00:00+01:00,47968.718950184215,49013.95,45103.21419840901,50834.22370195942,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 04:00:00+01:00,48180.75117448116,49142.78,45252.46425149304,51109.03809746929,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 05:00:00+01:00,48500.80035583542,49386.25,45520.36310362802,51481.237608042815,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 06:00:00+01:00,50024.45370007822,50839.42,47000.541767667084,53048.36563248936,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 07:00:00+01:00,52521.156446532215,53271.25,49460.89885111555,55581.41404194888,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 08:00:00+01:00,55829.56520861914,56519.95,52738.85238702771,58920.27803021057,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 09:00:00+01:00,58711.95104854926,59347.38,55595.67145967684,61828.23063742167,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 10:00:00+01:00,60442.04230726014,61026.89,57304.267249337136,63579.817365183146,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 11:00:00+01:00,60876.71720908732,61415.01,57720.847179191456,64032.587238983186,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 12:00:00+01:00,59785.64625909864,60281.09,56614.528165093856,62956.76435310343,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 13:00:00+01:00,57602.664449596574,58058.67,54418.68634977134,60786.642549421806,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 14:00:00+01:00,56127.47329097907,56547.18,52932.64155636735,59322.30502559079,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 15:00:00+01:00,56174.66268094031,56560.96,52970.665240636765,59378.660121243855,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 16:00:00+01:00,56844.53262487986,57200.08,53632.791078334005,60056.27417142571,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 17:00:00+01:00,59443.844819364174,59771.09,56225.55756468465,62662.1320740437,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-02-14 18:00:00+01:00,61413.42410954184,61714.62,58189.602168210804,64637.24605087288,"[1, 0, 0]","[0, 1, 0, 168]",2,90,2025-09-26 15:23:52,79f92e6e9b4d
