ts,yhat,yhat_snaive,lo,hi,model_name,model_version,order,seasonal_order,k_exog,feature_list,target,train_window_days,last_refit,spec_sha256
2026-06-19 20:00:00+02:00,54690.02460687253,53219.67,53417.64248150526,55962.406732239804,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-19 21:00:00+02:00,52375.20180201268,51021.89,50645.91656014767,54104.487043877685,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-19 22:00:00+02:00,49755.965809645146,48510.38,47718.25978433364,51793.67183495665,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-19 23:00:00+02:00,46713.54499515925,45567.11,44447.16892932807,48979.92106099043,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-20 00:00:00+02:00,43556.4767593597,42501.3,41113.07317131593,45999.880347403465,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-20 01:00:00+02:00,42070.71283914403,41099.53,39486.81516801486,44654.610510273196,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-20 02:00:00+02:00,41324.42498225436,40430.55,38627.22971379498,44021.620250713735,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-20 03:00:00+02:00,40704.560966326426,39881.84,37914.98542173601,43494.13651091684,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-20 04:00:00+02:00,41048.65093482941,40291.42,38183.14618305421,43914.155686604616,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
2026-06-20 05:00:00+02:00,41774.36402467127,41077.41,38846.07710168314,44702.65094765939,sarima_exog,sarima_exog_v1,"[1, 0, 0]","[0, 1, 0, 168]",2,[],load_mw,90,2025-09-26 15:23:52,79f92e6e9b4d
